Tarih,Kumaş Kodu,Kalite Adı,Desen Adı,Varyant No,Firma Adı,Firma Ülkesi,Hammadde Kodu,Renk Adı,İplik Tipi,Kalite Tipi,Çözgü Adı,Kalite Grubu,Tezgah Kodu,İş Emri No,Proses Kodu,Sipariş No,Kumaş Grubu,İhtiyaç Kg
2023-11-22,4956-F3RM-E4429/16-5858,STELLA-F,STELLA 06,5858,DESIGNTEX,USA,FRM 0003 004,KREM,ATKI,SATEN,FRMRM/ANTEP YESILI,4800 CLAS,s098,1666505,K03FFBB,DSTXEK_02781,Jakarlı,13.613
2023-11-22,4956-F3RM-E4429/16-5858,STELLA-F,STELLA 06,5858,DESIGNTEX,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRMRM/ANTEP YESILI,4800 CLAS,s098,1666505,K03FFBB,DSTXEK_02781,Jakarlı,11.55
2023-11-22,4974-A3RP9-EL-M0484X2R12-0010,EL.GINA-A,EL.GINA 01-1,0010,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRMX/EKRU,4800 CLAS,S087,1666307,DK213,BRUTEX_05396,Jakarlı,57.519
2023-11-22,4976-B3RP9-ELC-M3340/4-X10A3,ELC.GABON-B,ELC.GABON 206T,X10A3,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S090,1666039,DK03,FRG_03231,Jakarlı,46.2
2023-11-22,4976-G2RE3-EL-M2828-10T6BK,EL.GABON-G,ELB.GABON 153,10T6BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1666047,DK89Y,FRG_03231,Jakarlı,44.0
2023-11-22,4976-G2RE3-EL-M2829-10G4BK,EL.GABON-G,ELB.GABON 152,10G4BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1666046,DK89Y,FRG_03231,Jakarlı,44.0
2023-11-23,1804-B2RG-M0616/3-T423,NORDBY-B,NORDBY 02,T423,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A23,1667119,14B-04,LITSO_01498,Armürlü,11.677
2023-11-23,1804-C2RD2-M0616/4-T4Y6,NORDBY-C,NORDBY 02MS,T4Y6,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A25,1667120,14B-04,LITSO_01498,Armürlü,13.342
2023-11-23,1812-B21FC-B4-M4508/1-74A4,RCQ.MALTA-B4,RCQ.MALTA BC 102,74A4,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S055,1665654,PP-89Y,QUAK_00764,Jakarlı,52.932
2023-11-23,1812-B2FC-B4-M4842/1-74A2,RCQ.MALTA-B4,RCQ.MALTA BC 114,74A2,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S054,1665087,PP-89Y,BRUTEX_05330,Jakarlı,26.581
2023-11-23,1812-B2FC-B4-M4842/1-74F9,RCQ.MALTA-B4,RCQ.MALTA BC 114,74F9,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S054,1665086,PP-89Y,BRUTEX_05330,Jakarlı,11.507
2023-11-23,1812-B2FC-B4-M4842/1-74F9,RCQ.MALTA-B4,RCQ.MALTA BC 114,74F9,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S054,1666939,PP-89Y,BRUTEX_05330,Jakarlı,15.076
2023-11-23,1812-D31FC-D1-SD4048-74H2,RCQ.MALTA-D1,RCQ.MALTA BC 104,74H2,HOEPKE,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665663,PP-89Y,HPK_04078,Jakarlı,26.466
2023-11-23,1812-F41FC-F8-SD5841-7490,RCQ.MALTA-F8,RCQ.MALTA BC 121,7490,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S140,1665673,PP-89Y,KALGS_00371,Jakarlı,24.049
2023-11-23,1812-F41FC-F8-SD5841-74CE,RCQ.MALTA-F8,RCQ.MALTA BC 121,74CE,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S140,1665674,PP-89Y,KALGS_00371,Jakarlı,24.049
2023-11-23,1812-F41FC-F8-SD5841-74V4,RCQ.MALTA-F8,RCQ.MALTA BC 121,74V4,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S140,1665672,PP-89Y,KALGS_00371,Jakarlı,24.049
2023-11-23,1812-F41FC-F9-SD6864-74CY,RCQ.MALTA-F9,RCQ.MALTA BC 134,74CY,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665662,PP-89Y,KALGS_00371,Jakarlı,12.658
2023-11-23,1812-F41FC-F9-SD6864-74V4,RCQ.MALTA-F9,RCQ.MALTA BC 134,74V4,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665661,PP-89Y,KALGS_00371,Jakarlı,12.658
2023-11-23,1812-F41FC-F9-SD6864-74V4-1,RCQ.MALTA-F9,RCQ.MALTA BC 134,74V4-1,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665660,PP-89Y,KALGS_00371,Jakarlı,12.658
2023-11-23,1812-F41FC-F9-SD6864-74V4-2,RCQ.MALTA-F9,RCQ.MALTA BC 134,74V4-2,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665659,PP-89Y,KALGS_00371,Jakarlı,12.658
2023-11-23,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S090,1666040,SC89Y,FRG_03231,Armürlü,22.4
2023-11-23,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S090,1666483,SC89Y,FRG_03231,Armürlü,39.2
2023-11-23,4974-A3RP9-EL-M0484X2R12-0010,EL.GINA-A,EL.GINA 01-1,0010,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRMX/EKRU,4800 CLAS,S087,1666308,DK213,BRUTEX_05397,Jakarlı,57.519
2023-11-23,4976-G2RE3-EL-M2828-10G4BK,EL.GABON-G,ELB.GABON 153,10G4BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1666048,DK89Y,FRG_03231,Jakarlı,44.0
2023-11-24,1812-A21EY-A2-M4480-7474,RCQ.MALTA-A2,RCQ.MALTA CH 101,7474,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667243,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-A21EY-A2-M4480-74A2,RCQ.MALTA-A2,RCQ.MALTA CH 101,74A2,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667247,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-B21EY-B1-M4507-74B9,RCQ.MALTA-B1,RCQ.MALTA MX 105,74B9,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667253,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-B21EY-B6-M4508/3-7474-1,RCQ.MALTA-B6,RCQ.MALTA MX 104,7474-1,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667246,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-B21EY-B6-M4508/3-74A2,RCQ.MALTA-B6,RCQ.MALTA MX 104,74A2,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667248,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-D31EY-D3-SD4294-7474,RCQ.MALTA-D3,RCQ.MALTA MX 106,7474,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667244,PP-89Y,FON_00267,Jakarlı,0.127
2023-11-24,1812-D31EY-D3-SD4294-74A2-1,RCQ.MALTA-D3,RCQ.MALTA MX 106,74A2-1,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667250,PP-89Y,FON_00267,Jakarlı,0.127
2023-11-24,1812-D31EY-D4-SD4294/1-7474,RCQ.MALTA-D4,RCQ.MALTA MX 110,7474,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667245,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-D31EY-D4-SD4294/1-74A2-1,RCQ.MALTA-D4,RCQ.MALTA MX 110,74A2-1,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667251,PP-89Y,FON_00267,Jakarlı,0.133
2023-11-24,1812-R21FB-R46-SD5194-74A2,RCQ.MALTA-R46,RCQ.MALTA MX 154,74A2,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667249,PP-89Y,FON_00267,Jakarlı,0.127
2023-11-24,1812-R51CE-R98-SD6093/1-74A2G2-1,RCQ.MALTA-R98,RCQ.MALTA MX 184,74A2G2-1,FONDO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667252,PP-89Y,FON_00267,Jakarlı,0.127
2023-11-25,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK01,1667364,ON-CLASSIC,KZLK_00440,Kadife,765.973
2023-11-25,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1667361,ON-CLASSIC,KZLK_00440,Kadife,727.025
2023-11-25,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK05,1667362,ON-CLASSIC,KZLK_00440,Kadife,623.164
2023-11-27,1812-D21GC-D6-SD4313-74A6,RCQ.MALTA-D6,RCQ.MALTA HX 108,74A6,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666508,PP-89Y,BRUTEX_05330,Jakarlı,23.819
2023-11-27,1812-D21GC-D6-SD4313-74G1,RCQ.MALTA-D6,RCQ.MALTA HX 108,74G1,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666507,PP-89Y,BRUTEX_05330,Jakarlı,23.819
2023-11-27,1812-D21GC-D7-SD4912-7410,RCQ.MALTA-D7,RCQ.MALTA HX 183,7410,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666509,PP-89Y,BRUTEX_05330,Jakarlı,23.819
2023-11-27,1812-R21FB-R49-SD5299-74H2,RCQ.MALTA-R49,RCQ.MALTA MX 156,74H2,HOEPKE,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665664,PP-89Y,HPK_04078,Jakarlı,23.014
2023-11-27,1812-R7FD-R11-SD4592-74N726,RCQ.MALTA-R11,RCQ.MALTA MX 115,74N726,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1666128,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-27,1812-R7FD-R11-SD4592-74N744,RCQ.MALTA-R11,RCQ.MALTA MX 115,74N744,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1666127,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-27,1812-R7FD-R11-SD4592-74N795,RCQ.MALTA-R11,RCQ.MALTA MX 115,74N795,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1666129,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-27,1812-R7FD-R11-SD4592-74N7Z7,RCQ.MALTA-R11,RCQ.MALTA MX 115,74N7Z7,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1666126,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-27,1812-T21EN-M4212/1-7410,RCQ.MALTA-T,RCQ.MALTA 26,7410,FARGOTEX,POLAND,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S054,1666485,PP-59X,FRG_03233,Jakarlı,20.712
2023-11-27,1812-T21EN-M4396-7410,RCQ.MALTA-T,RCQ.MALTA 38,7410,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1665665,PP-59X,BRUTEX_05330,Jakarlı,10.586
2023-11-27,1822-E21GM-E6-SD4070/1-H274,RCQ.MALTA-E6,RCQ.MALTA HX 125,H274,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/FILIZI YESIL 1860 TEL,1800,S141,1666546,PP-59X,BRUTEX_05330,Jakarlı,23.424
2023-11-27,2501-5RG-A-FEL-F3118-56C5,FEL.STANDART RUGS-A,FL.BOZTEPE PS,56C5,FARGOTEX RUGS,POLAND,BSS 0004 097,BUZ,ATKI,HALI,PAJ2002/SAMUR160X230,HALI 160,S175,1664874,D215-1,FRGR_00228,Jakarlı,6.377
2023-11-27,2528-B4REK-B1-SD3663/3-7433Q3,KOSEM-B1,KOSEM BR 207,7433Q3,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1666908,PP-89YTF-3,FRG_03226,Jakarlı,31.445
2023-11-27,48095-A3RV1-P3975-1014,LABAS-A,LABAS 01,1014,HA NAM,VIETNAM,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S092,1666049,K89Y,HANAM_00093,Jakarlı,57.063
2023-11-27,48095-A3RV1-P3975-1014,LABAS-A,LABAS 01,1014,HA NAM,VIETNAM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1666049,K89Y,HANAM_00093,Jakarlı,55.0
2023-11-27,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1666300,SC89Y,FRG_03231,Armürlü,46.2
2023-11-27,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,KETS STOK SERVİS,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1666299,89Y,KSS_01983_2K,Armürlü,24.2
2023-11-27,48101-F2RBK-E5574R1/26-X1010,ANGOLA-F,ANGOLA 06,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,s090,1667559,K89Y,FUR_02048,Armürlü,34.0
2023-11-27,48116-D31DK-E4446/59-X1065,LUANDO-D,LUANDO 04,X1065,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1667009,PP-06X,JABJ_01193,Armürlü,17.0
2023-11-27,48137-Z31Q4-Z3-SD5730-X10E829,GANA-Z3,GANA MX 402,X10E829,DOLCEVITA,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S090,1666042,PP-89Y,DOL_00267,Jakarlı,11.0
2023-11-27,48137-Z31Q4-Z3-SD5730-X10J581,GANA-Z3,GANA MX 402,X10J581,DOLCEVITA,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S090,1666041,PP-89Y,DOL_00267,Jakarlı,11.0
2023-11-27,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK03,1667523,ON-CLASSIC,KZLK_00440,Kadife,727.025
2023-11-28,1804-C2RD2-M0616/4-T4Y6,NORDBY-C,NORDBY 02MS,T4Y6,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A23,1667879,14B-04,LITSO_01498,Armürlü,10.012
2023-11-28,1812-B21FA-B2-M4073/4-7410,RCQ.MALTA-B2,RCQ.MALTA XB 102,7410,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666510,PP-89Y,BRUTEX_05330,Jakarlı,31.759
2023-11-28,1812-R3RGC-R7-SD5053-74B2A2,RCQ.MALTA-R7,RCQ.MALTA HX 162,74B2A2,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667045,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-28,1812-S21EN-M4278-74A2,RCQ.MALTA-S,RCQ.MALTA 02,74A2,SILK CRAFTS,USA,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1666130,41BB,SILKCRAFTS_00067,Armürlü,13.233
2023-11-28,1812-T21EN-M4212/1-7410,RCQ.MALTA-T,RCQ.MALTA 26,7410,FARGOTEX,POLAND,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667561,PP-59X,FRG_03233,Jakarlı,5.753
2023-11-28,1822-E21GM-E6-SD4070/1-1074,RCQ.MALTA-E6,RCQ.MALTA HX 125,1074,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KREM 1860 TEL,1800,S144,1666576,PP-59X,BRUTEX_05330,Jakarlı,23.424
2023-11-28,48095-A3RV1-P3975-1014,LABAS-A,LABAS 01,1014,HA NAM,VIETNAM,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S092,1667077,K89Y,HANAM_00093,Jakarlı,22.825
2023-11-28,48095-A3RV1-P3975-1014,LABAS-A,LABAS 01,1014,HA NAM,VIETNAM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1667077,K89Y,HANAM_00093,Jakarlı,22.0
2023-11-28,48095-C3RH-P3975/1-1042,LABAS-C,LABAS 05,1042,ASLAN TEKSTİL,TURKEY,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S092,1667078,K89Y,ASLN_00155,Jakarlı,11.413
2023-11-28,48095-C3RH-P3975/1-1042,LABAS-C,LABAS 05,1042,ASLAN TEKSTİL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1667078,K89Y,ASLN_00155,Jakarlı,11.0
2023-11-28,48101-B21BK-B2-SD7133X-X10CE,ANGOLA-B2,ANGOLA BA 410,X10CE,TEST VE TESPIT,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1667782,PP-89Y,CUST23-250-001,Jakarlı,0.44
2023-11-28,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,LTP TEXDAN UAB,LITHUANIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1666302,89Y,LTPTEX_00167,Armürlü,44.0
2023-11-28,4976-G2RE3-SG8015-10T8BK,GABON-G,GABON 20,10T8BK,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1667079,K89Y,JABJ_01196,Jakarlı,23.1
2023-11-29,1812-B21FA-B2-M4073/4-74F8,RCQ.MALTA-B2,RCQ.MALTA XB 102,74F8,BRU TEXTILES,BELGIUM,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666511,PP-89Y,BRUTEX_05330,Jakarlı,31.759
2023-11-29,1812-D31FC-D1-SD4058-74A2,RCQ.MALTA-D1,RCQ.MALTA BC 105,74A2,WARWICK,AUSTRALIA,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S137,1666512,PP-89Y,WAR-A_01871,Jakarlı,26.466
2023-11-29,1812-R3RGC-R7-SD5053-7444N7,RCQ.MALTA-R7,RCQ.MALTA HX 162,7444N7,QUAKER,BRAZIL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1667046,PP-89Y,QUAK_00768,Jakarlı,25.315
2023-11-29,1812-R51GC-R5-SD4113X1-741468,RCQ.MALTA-R5,RCQ.MALTA HX 110,741468,DESIGNERS GUILD,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S051,1667417,PP-89Y,DES_00318,Jakarlı,26.466
2023-11-29,1812-S21EN-M4278-7474,RCQ.MALTA-S,RCQ.MALTA 02,7474,FARGOTEX,POLAND,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S051,1667418,41,FRG_03234,Armürlü,48.98
2023-11-29,1812-S21EN-M4278-7474,RCQ.MALTA-S,RCQ.MALTA 02,7474,FARGOTEX,POLAND,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S051,1667418,41,FRG_03234,Armürlü,66.164
2023-11-29,48101-A21BK-E6530/15-X10R1,ANGOLA-A,ANGOLA 01,X10R1,DOLCEVITA,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1666925,89Y,DOL_00269,Jakarlı,43.4
2023-11-29,48101-F2RBK-E5574R1/26-X1010,ANGOLA-F,ANGOLA 06,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,s082,1668158,K89Y,FUR_02048,Armürlü,10.0
2023-11-29,4976-N41M-N9-P6443-1082,GABON-N9,GABON FM 403,1082,PERSAN  A.S.,TURKEY,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S092,1667080,PP-K89Y,PRS_01557,Jakarlı,28.912
2023-11-29,4976-N41M-N9-P6443-1082,GABON-N9,GABON FM 403,1082,PERSAN  A.S.,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1667080,PP-K89Y,PRS_01557,Jakarlı,22.0
2023-11-29,4976-N41M-N9-P6443-10C9,GABON-N9,GABON FM 403,10C9,PERSAN  A.S.,TURKEY,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S092,1667081,PP-K89Y,PRS_01557,Jakarlı,28.912
2023-11-29,4976-N41M-N9-P6443-10C9,GABON-N9,GABON FM 403,10C9,PERSAN  A.S.,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1667081,PP-K89Y,PRS_01557,Jakarlı,22.0
2023-11-29,91737-B33G-KT03601K/5-AD1Q7,VARESE-B,VARESE 04BS,AD1Q7,POLLACK,USA,BSS 0004 097,BUZ,ATKI,SATEN,ACEKRA,9600,S180,1667219,14,POLLA_01022,Jakarlı,9.87
2023-11-30,1803-R31G-R1-M1457-J7Q7,KING-R1,KING 01,J7Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,A26,1667887,14-04SL,FLE_01652,Armürlü,111.612
2023-11-30,1803-R31G-R3-M1457/2-T400,KING-R3,KING 02,T400,INSOFA OY,FINLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A23,1667880,14-1,INSA_00243,Armürlü,93.415
2023-11-30,1804-B2RG-M0616/3-J7Q7,NORDBY-B,NORDBY 02,J7Q7,VILMERS UAB,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,A26,1667886,14B-04,LITSO_01501,Armürlü,103.19
2023-11-30,1804-B2RG-M0616/3-T474,NORDBY-B,NORDBY 02,T474,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A23,1667881,14B-04,LITSO_01498,Armürlü,46.708
2023-11-30,1804-B2RG-M0616/3-T4A3,NORDBY-B,NORDBY 02,T4A3,LINEA-D S.R.O.,SLOVAKIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A23,1668345,14B-04,LINEAD_00008,Armürlü,35.031
