Tarih,Kumaş Kodu,Kalite Adı,Desen Adı,Varyant No,Firma Adı,Firma Ülkesi,Hammadde Kodu,Renk Adı,İplik Tipi,Kalite Tipi,Çözgü Adı,Kalite Grubu,Tezgah Kodu,İş Emri No,Proses Kodu,Sipariş No,Kumaş Grubu,İhtiyaç Kg
2023-01-03,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK06,1601076,ON-CLASSIC,KZLK_00314,Kadife,760.071
2023-01-04,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1601087,ON-CLASSIC,KZLK_00314,Kadife,761.016
2023-01-10,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK06,1602838,ON-CLASSIC,KZLK_00314,Kadife,761.016
2023-01-11,1812-D31FC-D1-SD4058-7444,RCQ.MALTA-D1,RCQ.MALTA BC 105,7444,FROCA,SPAIN,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1602856,PP-89Y-SFT,FRO_00085,Jakarlı,1.328
2023-01-11,1812-D31FC-D1-SD4058-7495,RCQ.MALTA-D1,RCQ.MALTA BC 105,7495,FROCA,SPAIN,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1602855,PP-89Y-SFT,FRO_00085,Jakarlı,23.354
2023-01-11,1812-D31FC-D1-SD4058-74CE,RCQ.MALTA-D1,RCQ.MALTA BC 105,74CE,FROCA,SPAIN,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1602853,PP-89Y-SFT,FRO_00085,Jakarlı,23.354
2023-01-11,1812-D31FC-D1-SD4058-74Z7,RCQ.MALTA-D1,RCQ.MALTA BC 105,74Z7,FROCA,SPAIN,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1602854,PP-89Y-SFT,FRO_00085,Jakarlı,23.354
2023-01-11,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1602840,ON-CLASSIC,KZLK_00314,Kadife,761.016
2023-01-16,1803-R31G-R1-M1457-J7Q7,KING-R1,KING 01,J7Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,A28,1599741,14-04SL,FLE_01594,Armürlü,46.708
2023-01-16,1803-R31G-R1-M1457-J7Q7,KING-R1,KING 01,J7Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,a28,1603186,14-04SL,FLE_01593,Armürlü,46.708
2023-01-16,1803-R31G-R3-M1457/2-T400,KING-R3,KING 02,T400,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603187,14-1,SITS_01629,Armürlü,23.354
2023-01-16,1804-B2RG-M0616/3-T4C9,NORDBY-B,NORDBY 02,T4C9,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1600522,14B-04,LITSO_01401,Armürlü,23.354
2023-01-16,1812-U21EN-M4279-7410,RCQ.MALTA-U,RCQ.MALTA 07,7410,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1600529,PP-59X,DOL_00106,Armürlü,23.354
2023-01-16,1812-U21EN-M4279-7410,RCQ.MALTA-U,RCQ.MALTA 07,7410,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1599878,PP-59X,DOL_00107,Armürlü,23.354
2023-01-16,48022-A21H-F2521X1-1016,SHELTON-A,SHELTON 05,1016,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,Y038,1599840,K89YBB,LEO_06181,Jakarlı,23.354
2023-01-16,48022-A21H-F2521X1-1016,SHELTON-A,SHELTON 05,1016,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,Y038,1601016,K89YBB,LEO_06181,Jakarlı,23.354
2023-01-16,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,T.T TREND,RUSSIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1601114,K59X,TTT_00944,Jakarlı,23.354
2023-01-16,48116-D31DK-E4446/59-X1065,LUANDO-D,LUANDO 04,X1065,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600632,PP-06X,JABJ_00914,Armürlü,23.354
2023-01-16,48127-B21DR-SD3414-X10R1,STRONG-B,STRONG 02,X10R1,VEDAT  TEKSTİL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600631,PP-K89Y,VDT_01849,Jakarlı,23.354
2023-01-16,4974-A3RP9-EL-M0484X2R12-0010,EL.GINA-A,EL.GINA 01-1,0010,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRMX/EKRU,4800 CLAS,S087,1600637,DK213,BRUTEX_05059,Jakarlı,23.354
2023-01-16,4974-R3RP9-R2-M2411X1-10A3,GINA-R2,GINA 40,10A3,COLEFAX AND FOWLER,UK,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,Y038,1599841,K241,COLEFAX_00146,Jakarlı,23.354
2023-01-17,1804-B2RG-M0616/3-T423,NORDBY-B,NORDBY 02,T423,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603357,14B-04,LITSO_01402,Armürlü,11.677
2023-01-17,1804-B2RG-M0616/3-T474,NORDBY-B,NORDBY 02,T474,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603360,14B-04,LITSO_01402,Armürlü,116.769
2023-01-17,1804-B2RG-M0616/3-T4C9,NORDBY-B,NORDBY 02,T4C9,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603359,14B-04,LITSO_01405,Armürlü,11.677
2023-01-17,1804-C2RD2-M0616/4-T4Y6,NORDBY-C,NORDBY 02MS,T4Y6,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603356,14B-04,LITSO_01405,Armürlü,23.354
2023-01-17,1812-U21EN-M4279-74G1,RCQ.MALTA-U,RCQ.MALTA 07,74G1,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1600530,PP-59X,DOL_00106,Armürlü,65.835
2023-01-17,1812-U21EN-M4279-74G1,RCQ.MALTA-U,RCQ.MALTA 07,74G1,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603287,PP-59X,DOL_00106,Armürlü,64.334
2023-01-17,48022-A21H-F3171X1-1088,SHELTON-A,SHELTON 10,1088,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1600723,K89YBB,LEO_06189,Jakarlı,77.0
2023-01-17,48127-L21EK-SD3417/1-X10A6,STRONG-L,STRONG 06-1,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600633,PP-K89Y,SITS_01625,Jakarlı,19.8
2023-01-17,48127-L21EK-SD3417/1-X10V3,STRONG-L,STRONG 06-1,X10V3,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1600716,PP-K89Y,SITS_01625,Jakarlı,39.6
2023-01-17,4974-R3RP9-R2-M2411X1-10AG,GINA-R2,GINA 40,10AG,COLEFAX AND FOWLER,UK,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,Y038,1599842,K241,COLEFAX_00146,Jakarlı,44.0
2023-01-17,4976-F24RH-F2-P4311X-X1045,GABON-F2,GABON 225,X1045,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600634,PP-K89YBB,LEO_06181,Jakarlı,9.9
2023-01-17,4976-F24RH-F2-P4311X-X1083,GABON-F2,GABON 225,X1083,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600642,PP-K89YBB,LEO_06187,Jakarlı,9.9
2023-01-17,4976-H5RAC-H4-P4765-X10D4,GABON-H4,GABON 270,X10D4,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1600643,K06X,JABJ_00922,Jakarlı,23.1
2023-01-18,48101-A21BK-E6530/15-X10R1,ANGOLA-A,ANGOLA 01,X10R1,DOLCEVITA,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1600717,89Y,DOL_00102,Jakarlı,36.0
2023-01-18,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,"DLTOPTEKS Trayton Furniture (Jiaxing) Co., Ltd.",USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1602693,K89YBB,E086X0020_00036,Armürlü,66.0
2023-01-18,4819-A3RM-A4-E4446/45-Q10A3,MURAD-A4,NEX MURAD,Q10A3,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S101,1602741,SP03SBB,BRUTEX_05057,Armürlü,72.45
2023-01-18,4974-A3RDP-A2-SD1958/1-X10W8Y6-1,GINA-A2,GINA 61T,X10W8Y6-1,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1602692,K89Y,JABJ_00919,Jakarlı,17.6
2023-01-18,4974-A3RP9-EL-M0484X2R12-0010,EL.GINA-A,EL.GINA 01-1,0010,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRMX/EKRU,4800 CLAS,S087,1600644,DK213,BRUTEX_05065,Jakarlı,57.519
2023-01-18,4974-N3RP9-SG8309/3-10T6,GINA-N,GINA 22-1,10T6,MAYER FABRICS,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S092,1600724,SP03TFBB,MAYFAB_00319,Jakarlı,92.4
2023-01-18,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK01,1603693,ON-CLASSIC,KZLK_00314,Kadife,755.35
2023-01-19,1107-C6RY9-2-SD2317X/2-36A610,ULT.GONDA-CF,ULT.GONDA 08,36A610,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,NP1300FRM/GUMUS 1056 TEL 1+1,1056,S058,1603207,XD228-4-F,BRUTEX_05064,Jakarlı,9.488
2023-01-19,1803-R31G-R1-M1457-J7Q7,KING-R1,KING 01,J7Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,A25,1603748,14-04SL,FLE_01593,Armürlü,15.944
2023-01-19,1803-R31G-R3-M1457/2-T400,KING-R3,KING 02,T400,HJORT KNUDSEN SP Z.O.O.,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603737,14-1,HKPOL_00338,Armürlü,116.769
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603734,14-04SL,FLE_01598,Armürlü,101.676
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1604176,14-04SL,FLE_01598,Armürlü,265.744
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603734,14-04SL,FLE_01598,Armürlü,89.354
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1604176,14-04SL,FLE_01598,Armürlü,233.539
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,KOINOR,GERMANY,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603735,14-1,KOINOR_00114,Armürlü,26.574
2023-01-19,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,KOINOR,GERMANY,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603735,14-1,KOINOR_00114,Armürlü,23.354
2023-01-19,1803-R31G-R3-M1457/2-T4U7,KING-R3,KING 02,T4U7,KOINOR,GERMANY,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603736,14-1,KOINOR_00114,Armürlü,23.354
2023-01-19,1804-B2RG-M0616/3-T474,NORDBY-B,NORDBY 02,T474,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1603756,14B-04,LITSO_01405,Armürlü,93.415
2023-01-19,1812-S21EN-M4278-N774,RCQ.MALTA-S,RCQ.MALTA 02,N774,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KUM BEJI 1860 TEL,1800,S141,1603414,41,PN_00109,Armürlü,19.666
2023-01-19,1812-T21EN-M4396-N774,RCQ.MALTA-T,RCQ.MALTA 38,N774,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KUM BEJI 1860 TEL,1800,S141,1603415,PP-59X,PN_00108,Jakarlı,27.04
2023-01-19,1812-Z5FD-Z2-SD4612-74N7R8-1,RCQ.MALTA-Z2,RCQ.MALTA MX 121,74N7R8-1,PANAZ,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603461,PP-89Y,PN_00109,Jakarlı,25.41
2023-01-19,1815-A2RG-M1456X/21-T4Q7,FLEUR-A,FLEUR 02,T4Q7,HILDING BALTIC,ESTONIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603738,59XC96,HABA_00837,Armürlü,100.452
2023-01-19,1815-A2RG-M1456X/21-T4Q7,FLEUR-A,FLEUR 02,T4Q7,HILDING BALTIC,ESTONIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1603738,59XC96,HABA_00837,Armürlü,63.055
2023-01-19,2551-6RG-B-EL-F3145/1-5629,EL.NAVARA RUGS-B,EL.KOZLU PS,5629,FARGOTEX RUGS,POLAND,BSS 0004 097,BUZ,ATKI,HALI,PAJ2002/SAMUR160X230,HALI 160,S175,1602812,D210X,FRGR_00208,Jakarlı,14.672
2023-01-19,2553-7RG-B-EL-F3124/1-5629,EL.NEVADA RUGS-B,EL.BAKACAK PS,5629,FARGOTEX RUGS,POLAND,BSS 0004 097,BUZ,ATKI,HALI,PAJ2002/SAMUR160X230,HALI 160,S175,1602809,D210X,FRGR_00208,Jakarlı,5.869
2023-01-19,2553-7RG-B-EL-F3126/1-5626,EL.NEVADA RUGS-B,EL.AFSAR PS,5626,FARGOTEX RUGS,POLAND,BSS 0004 097,BUZ,ATKI,HALI,PAJ2002/SAMUR160X230,HALI 160,S175,1602810,D210X,FRGR_00208,Jakarlı,2.934
2023-01-19,2900-B51P9-SD2582X-101090,MUDO-B,MUDO 36,101090,DE LEO INT,USA,FRM 0003 004,KREM,ATKI,SATEN,RCPVL F1002/KREM 2400 TEL,2400 CLAS,S029,1603420,K89YBB,DELEOINT_00135,Jakarlı,3.652
2023-01-19,48068-123-FY812-BM01000,TAYCAN-A,TAYCAN 01,BM01000,CHEMA TEKSTIL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,CEROTEX FASON,FRM/KREM BONE,4800 CLAS,S089,1602703,03,CHMT_00008,Jakarlı,35.2
2023-01-19,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S082,1603371,89YBB,E001X0089_00010,Armürlü,180.4
2023-01-19,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S099,1603388,89YBB,E001X0089_00010,Armürlü,180.4
2023-01-19,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,s036,1603304,89YBB,E001X0089_00010,Armürlü,19.0
2023-01-19,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,s036,1603305,89YBB,E001X0089_00010,Armürlü,161.4
2023-01-19,48127-L21EK-EL-SD3417/2-X10V3,ELB.STRONG-L,ELB.STRONG 06-1,X10V3,MERCIS,SLOVENIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1602702,PP-DK89Y,MER_01206,Jakarlı,46.2
2023-01-20,2528-B4REK-B1-SD3663/3-74A633,KOSEM-B1,KOSEM BR 207,74A633,TEST VE TESPIT,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604179,PP-89Y,CUST22-218-001,Jakarlı,0.197
2023-01-20,2528-T5RCM-SD3661-74B2,KOSEM-T,KOSEM HX 201,74B2,SC SAMELSON,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604178,PP-89YFF-5,SCSA_00789,Jakarlı,0.491
2023-01-23,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1604175,14-04SL,FLE_01598,Armürlü,55.46
2023-01-23,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1604175,14-04SL,FLE_01598,Armürlü,48.738
2023-01-23,1812-S21EN-M4278-4474,RCQ.MALTA-S,RCQ.MALTA 02,4474,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/MAVI 1860 TEL,1800,S053,1604890,41,PN_00109,Armürlü,19.666
2023-01-23,1812-S21EN-M4278-5874,RCQ.MALTA-S,RCQ.MALTA 02,5874,"ALDECO, COMÉRCIO INTERNACIONAL, SA.",PORTUGAL,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/ANTEP YESILI 1860 TEL,1800,S051,1603767,PP-59X,ALDE_00266,Armürlü,9.832
2023-01-23,1812-S21EN-M4278-5874,RCQ.MALTA-S,RCQ.MALTA 02,5874,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/ANTEP YESILI 1860 TEL,1800,S051,1603766,41,PN_00109,Armürlü,19.666
2023-01-23,1812-S21EN-M4278-H274,RCQ.MALTA-S,RCQ.MALTA 02,H274,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/FILIZI YESIL 1860 TEL,1800,S054,1603769,41,PN_00109,Armürlü,19.666
2023-01-23,1812-S21EN-M4278-Z774,RCQ.MALTA-S,RCQ.MALTA 02,Z774,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KARANFİL 1860 TEL,1800,S137,1603850,41,PN_00109,Armürlü,19.666
2023-01-23,1812-T21EN-M4396-4474,RCQ.MALTA-T,RCQ.MALTA 38,4474,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/MAVI 1860 TEL,1800,S053,1604891,PP-59X,PN_00108,Jakarlı,27.04
2023-01-23,1812-T21EN-M4396-5874,RCQ.MALTA-T,RCQ.MALTA 38,5874,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/ANTEP YESILI 1860 TEL,1800,S051,1603768,PP-59X,PN_00108,Jakarlı,27.04
2023-01-23,1812-T21EN-M4396-H274,RCQ.MALTA-T,RCQ.MALTA 38,H274,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/FILIZI YESIL 1860 TEL,1800,S054,1603770,PP-59X,PN_00108,Jakarlı,27.04
2023-01-23,1812-T21EN-M4396-Z774,RCQ.MALTA-T,RCQ.MALTA 38,Z774,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KARANFİL 1860 TEL,1800,S137,1603851,PP-59X,PN_00108,Jakarlı,27.04
2023-01-23,1812-Z5FD-Z2-SD4612-74N7H2-1,RCQ.MALTA-Z2,RCQ.MALTA MX 121,74N7H2-1,PANAZ,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603462,PP-89Y,PN_00109,Jakarlı,25.41
2023-01-23,1812-Z5FD-Z2-SD4612-74N7Z7-1,RCQ.MALTA-Z2,RCQ.MALTA MX 121,74N7Z7-1,PANAZ,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603463,PP-89Y,PN_00109,Jakarlı,25.41
2023-01-23,2914-B21M-EL-M1903/7-4410,ELB.NINA-B,ELB.NINA 01-1,4410,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,AVLFM 1802/MAVI 2400 TEL,2400 CLAS,S028,1603579,DK59X,BRUTEX_05068,Armürlü,516.15
2023-01-23,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1605211,ON-CLASSIC,KZLK_00324,Kadife,762.432
2023-01-23,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK03,1605207,ON-CLASSIC,KZLK_00324,Kadife,762.432
2023-01-23,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK06,1605203,ON-CLASSIC,KZLK_00324,Kadife,0.0
2023-01-23,91640-A23G-M0848X1/1-AP7Q7,VELLY-A,VELLY 03,AP7Q7,VILMERS UAB,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,KREPAS,9600,S186,1603899,125,LITSO_01403,Jakarlı,29.611
2023-01-24,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1605651,14-04SL,FLE_01598,Armürlü,210.284
2023-01-24,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1605651,14-04SL,FLE_01598,Armürlü,184.8
2023-01-24,1804-A2RG-M0601-J7Q7,NORDBY-A,NORDBY 03,J7Q7,UAB-GPLAN-SOFABRANDS,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,A25,1605273,125HFR,UABGP_00509,Armürlü,49.53
2023-01-24,1804-B2RG-M0616/3-T457,NORDBY-B,NORDBY 02,T457,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,a28,1605652,14B-04,LITSO_01402,Armürlü,11.677
2023-01-24,1812-A41N2-A1-M4078X/1-74G1-2,RCQ.MALTA-A1,RCQ.MALTA 18,74G1-2,"Elastron Portugal, SA",PORTUGAL,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1604930,PP-59X,ELASTRON_00106,Jakarlı,29.917
2023-01-24,1812-A41N2-A1-M4078X/1-74G1-2,RCQ.MALTA-A1,RCQ.MALTA 18,74G1-2,"Elastron Portugal, SA",PORTUGAL,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1604930,PP-59X,ELASTRON_00106,Jakarlı,79.829
